order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city,quartier,product_category,courier_id,order_hour,order_day_of_week,order_day,order_month
107428,CUST10907,2023-09-17 14:56:00,20.1,livré,21115.0,Douala,Nyalla,inconnu,20,14,Sunday,Sunday,2023-09
107429,CUST10163,2023-08-02 00:00:00,65.9,livré,13698.0,Bafoussam,Djeleng,inconnu,7,0,Wednesday,Wednesday,2023-08
107430,CUST10623,2024-06-22 15:07:00,137.9,en_retard,3824.0,Douala,Bepanda,produit frais,21,15,Saturday,Saturday,2024-06
107431,CUST10053,2022-07-03 00:00:00,137.8,en_retard,9249.0,Yaounde,Ngoa-Ekele,boisson,2,0,Sunday,Sunday,2022-07
107432,CUST10430,2024-07-26 00:00:00,145.9,en_retard,59303.0,Douala,Ngodi-Bakoko,pharmacie,5,0,Friday,Friday,2024-07
107433,CUST11235,2024-11-25 00:00:00,45.7,en_retard,11773.0,Yaounde,Tsinga,inconnu,17,0,Monday,Monday,2024-11
107434,CUST11140,2024-11-16 16:23:00,39.1,livré,3752.0,Douala,Beedi,restauration,38,16,Saturday,Saturday,2024-11
107435,CUST11174,2023-08-06 00:00:00,84.2,livré,6227.0,Yaounde,Mendong,hygiene,36,0,Thursday,Sunday,2023-08
107436,CUST11870,2024-12-31 00:00:00,45.7,livré,7657.0,Douala,Nyalla,boisson,4,0,Tuesday,Tuesday,2024-12
107437,CUST11505,2025-03-07 19:41:00,167.1,en_retard,44239.0,Yaounde,Briqueterie,cosmetique,23,19,Friday,Friday,2025-03
107438,CUST90899,2022-10-31 18:07:00,45.7,livré,8130.0,Douala,Makepe,restauration,46,18,Monday,Monday,2022-10
107439,CUST10844,2022-08-19 18:18:00,14.3,annulé,32642.0,Yaounde,Mimboman,articles menagers,39,18,Friday,Friday,2022-08
107440,CUST10706,2024-12-17 09:22:00,31.7,annulé,9345.0,Yaounde,Nkol-Eton,produit frais,31,9,Tuesday,Tuesday,2024-12
107441,CUST11482,2023-06-20 08:01:00,31.5,livré,6404.0,Douala,Bonapriso,epicerie,33,8,Tuesday,Tuesday,2023-06
107442,CUST10946,2025-09-03 09:15:00,38.5,livré,48257.0,Douala,Ndogpassi,vetement,39,9,Sunday,Wednesday,2025-09
107443,CUST10780,2022-10-05 00:00:00,29.5,livré,711.0,Bafoussam,Lekie,hygiene,29,0,Wednesday,Wednesday,2022-10
107444,CUST11089,2024-08-27 11:39:00,18.2,annulé,15614.0,Bafoussam,Bamendzi,inconnu,37,11,Tuesday,Tuesday,2024-08
107445,CUST11079,2023-11-05 18:19:00,47.4,livré,65328.0,Douala,Kotto,pharmacie,18,18,Thursday,Sunday,2023-11
107446,CUST10678,2022-07-09 19:57:00,18.2,annulé,4813.0,Douala,Ndokotti,restauration,10,19,Wednesday,Saturday,2022-07
107447,CUST11754,2025-02-16 13:37:00,31.6,livré,6948.0,Douala,Bonabéri,produit frais,41,13,Sunday,Sunday,2025-02
107448,CUST17184,2023-06-19 12:53:00,23.0,annulé,12000.0,Douala,Akwa,produit frais,4,12,Monday,Monday,2023-06
107449,CUST10386,2022-04-11 00:00:00,87.7,en_retard,3354.0,Douala,Ndog-Bong,produit frais,4,0,Friday,Monday,2022-04
107450,CUST10056,2023-11-29 17:12:00,276.7,en_retard,5042.0,Douala,Village,hygiene,15,17,Wednesday,Wednesday,2023-11
107451,CUST10741,2024-08-21 00:00:00,185.6,en_retard,2379.0,Yaounde,Bastos,hygiene,39,0,Wednesday,Wednesday,2024-08
107452,CUST11817,2024-12-04 00:00:00,37.7,livré,40466.0,Douala,Bepanda,pharmacie,19,0,Wednesday,Wednesday,2024-12
107453,CUST11077,2024-02-29 15:23:00,50.8,livré,455704.0,Yaounde,Elig-Edzoa,electronique,3,15,Thursday,Thursday,2024-02
107454,CUST17299,2025-02-13 09:23:00,45.7,livré,3221.0,Bafoussam,Ndiengdam,produit frais,29,9,Thursday,Thursday,2025-02
107455,CUST11198,2024-06-20 20:14:00,36.3,livré,18735.0,Douala,Ndokotti,epicerie,34,20,Thursday,Thursday,2024-06
107456,CUST10173,2023-12-04 00:00:00,97.5,en_retard,21716.0,Bafoussam,Pefura,pharmacie,32,0,Monday,Monday,2023-12
107457,CUST10649,2024-08-09 15:54:00,29.7,livré,57292.0,Yaounde,Santa Barbara,pharmacie,46,15,Sunday,Friday,2024-08
107458,CUST12050,2024-09-27 19:37:00,51.2,livré,17788.0,Bafoussam,Lekie,restauration,9,19,Friday,Friday,2024-09
107459,CUST17133,2023-11-26 21:05:00,59.8,livré,3958.0,Yaounde,Efoulan,boisson,21,21,Sunday,Sunday,2023-11
107460,CUST11876,2023-03-06 16:07:00,45.7,livré,61174.0,Bafoussam,Bamendzi,pharmacie,41,16,Monday,Monday,2023-03
107461,CUST10517,2024-09-16 17:24:00,79.6,livré,8169.0,Douala,Bonamoussadi,restauration,32,17,Monday,Monday,2024-09
107462,CUST11225,2024-03-21 00:00:00,56.2,livré,29459.0,Bafoussam,Tamdja,cosmetique,37,0,Thursday,Thursday,2024-03
107463,CUST11209,2023-04-09 17:43:00,150.1,retard,6171.0,Yaounde,Nlongkak,produit frais,32,17,Monday,Sunday,2023-04
107464,CUST10457,2023-11-20 22:47:00,72.7,en_retard,2702.0,Douala,Beedi,hygiene,38,22,Monday,Monday,2023-11
107465,CUST11563,2024-07-28 13:37:00,169.0,en_retard,261427.0,Yaounde,Madagascar,electronique,33,13,Sunday,Sunday,2024-07
107466,CUST10714,2024-12-16 19:43:00,76.6,livré,9419.0,Yaounde,Biyem-Assi,restauration,25,19,Monday,Monday,2024-12
107467,CUST10860,2022-03-11 00:00:00,45.7,en_retard,391412.0,Douala,Beedi,electronique,37,0,Thursday,Friday,2022-03
107468,CUST10247,2023-05-18 20:23:00,94.6,en_retard,14046.0,Douala,Cité des Palmiers,inconnu,37,20,Thursday,Thursday,2023-05
107469,CUST10696,2023-07-09 10:41:00,7.2,annulé,10717.0,Douala,Makepe,inconnu,18,10,Sunday,Sunday,2023-07
107470,CUST11455,2024-11-07 00:00:00,29.7,annulé,4138.0,Yaounde,Madagascar,produit frais,32,0,Thursday,Thursday,2024-11
107471,CUST11719,2024-09-26 21:34:00,40.2,livré,1252.0,Yaounde,Nkomo,hygiene,38,21,Thursday,Thursday,2024-09
107472,CUST17223,2024-10-11 01:45:00,40.4,livré,3216.0,Yaounde,Biyem-Assi,hygiene,31,1,Sunday,Friday,2024-10
107473,CUST10473,2022-10-15 13:30:00,25.2,livré,12732.0,Bafoussam,Ndiengdam,pharmacie,23,13,Saturday,Saturday,2022-10
107474,CUST11666,2022-06-24 03:23:00,15.1,livré,215252.0,Bafoussam,Pefura,electronique,35,3,Friday,Friday,2022-06
107475,CUST10012,2025-03-13 13:48:00,78.2,en_retard,9954.0,Douala,Ndokotti,inconnu,34,13,Thursday,Thursday,2025-03
107476,CUST11392,2022-06-10 06:57:00,37.9,livré,25000.0,Yaounde,Biyem-Assi,inconnu,44,6,Friday,Friday,2022-06
107477,CUST11292,2023-02-09 19:12:00,45.7,livré,35818.0,Douala,Yassa,inconnu,1,19,Thursday,Thursday,2023-02
107478,CUST10377,2024-07-20 00:00:00,75.8,en_retard,80000.0,Douala,Nkolmesseng,pharmacie,10,0,Saturday,Saturday,2024-07
107479,CUST17268,2025-03-06 09:07:00,30.4,livré,56788.0,Douala,Akwa,pharmacie,1,9,Thursday,Thursday,2025-03
107480,CUST11838,2023-04-08 18:03:00,64.2,livré,9535.0,Bafoussam,Lekie,restauration,6,18,Friday,Saturday,2023-04
107481,CUST12082,2024-12-23 00:00:00,59.4,livré,35374.0,Douala,PK12,vetement,24,0,Monday,Monday,2024-12
107482,CUST11639,2023-06-09 19:13:00,63.8,livré,24931.0,Bafoussam,Tougang,pharmacie,37,19,Wednesday,Friday,2023-06
107483,CUST10647,2024-06-07 21:46:00,27.6,livré,7300.0,Bafoussam,Bamougoum,papeterie,14,21,Saturday,Friday,2024-06
107484,CUST11488,2025-01-06 00:00:00,112.3,en_retard,11662.0,Yaounde,Emana,epicerie,30,0,Monday,Monday,2025-01
107485,CUST10795,2023-10-11 00:00:00,28.6,annulé,7903.0,Douala,Ngodi-Bakoko,boisson,20,0,Wednesday,Wednesday,2023-10
107486,CUST10170,2025-01-06 12:08:00,40.8,livré,-1366.0,Douala,New-Bell,inconnu,45,12,Monday,Monday,2025-01
107487,CUST11812,2023-11-18 01:38:00,142.4,en_retard,1935.0,Yaounde,Etoudi,hygiene,39,1,Saturday,Saturday,2023-11
107488,CUST10740,2024-08-20 16:21:00,28.2,livré,,Bafoussam,Bamendzi,cosmetique,46,16,Tuesday,Tuesday,2024-08
107489,CUST11985,2022-10-30 22:22:00,117.6,en_retard,25000.0,Douala,Ndokotti,epicerie,43,22,Sunday,Sunday,2022-10
107490,CUST12078,2025-01-20 11:28:00,40.1,livré,18904.0,Douala,Bepanda,inconnu,47,11,Monday,Monday,2025-01
107491,CUST11043,2023-10-05 00:00:00,59.5,livré,11331.0,Douala,Bepanda,restauration,13,0,Thursday,Thursday,2023-10
107492,CUST11189,2023-08-22 19:26:00,95.5,livré,7555.0,Douala,Bali,boisson,40,19,Tuesday,Tuesday,2023-08
107493,CUST90626,2025-02-19 12:40:00,31.9,livré,4278.0,Douala,PK12,produit frais,35,12,Wednesday,Wednesday,2025-02
107494,CUST10986,2025-01-29 11:43:00,55.9,livré,12000.0,Yaounde,Obili,produit frais,6,11,Wednesday,Wednesday,2025-01
107495,CUST10537,2022-11-03 13:44:00,45.7,livré,2870.0,Bafoussam,Famla,boisson,43,13,Thursday,Thursday,2022-11
107496,CUST11687,2024-12-09 18:28:00,79.5,livré,29840.0,Yaounde,Essos,inconnu,10,18,Monday,Monday,2024-12
107497,CUST11232,2024-08-16 00:00:00,25.7,annulé,5816.0,Douala,Deido,epicerie,8,0,Friday,Friday,2024-08
107498,CUST10725,2024-05-01 19:39:00,47.1,livré,3002.0,Bafoussam,Pefura,boisson,45,19,Friday,Wednesday,2024-05
107499,CUST10374,2024-12-17 13:30:00,39.3,livré,10103.0,Douala,Ndokotti,epicerie,47,13,Tuesday,Tuesday,2024-12
107500,CUST11957,2023-04-27 15:49:00,26.6,livré,8372.0,Yaounde,Ngoa-Ekele,restauration,4,15,Thursday,Thursday,2023-04
107501,CUST10381,2022-12-22 00:00:00,66.0,livré,30020.0,Yaounde,Jouvence,inconnu,8,0,Thursday,Thursday,2022-12
107502,CUST11014,2023-04-06 18:55:00,21.8,annulé,15000.0,Yaounde,Omnisport,papeterie,14,18,Thursday,Thursday,2023-04
107503,CUST11476,2024-11-02 22:41:00,44.6,livré,16940.0,Yaounde,Etoudi,inconnu,16,22,Sunday,Saturday,2024-11
107504,CUST17207,2023-08-22 00:00:00,30.8,livré,42940.0,Douala,Yassa,inconnu,41,0,Tuesday,Tuesday,2023-08
107505,CUST10275,2024-10-07 11:52:00,45.7,livré,2174.0,Douala,Ngodi-Bakoko,boisson,2,11,Monday,Monday,2024-10
107506,CUST11595,2024-04-22 14:52:00,28.1,livré,7653.0,Douala,Bonapriso,hygiene,3,14,Monday,Monday,2024-04
107507,CUST11849,2025-02-23 00:00:00,128.1,en_retard,3713.0,Yaounde,Bastos,papeterie,2,0,Sunday,Sunday,2025-02
107508,CUST10425,2022-04-18 17:14:00,226.0,en_retard,15241.0,Yaounde,Omnisport,cosmetique,6,17,Monday,Monday,2022-04
107509,CUST10286,2022-08-24 19:58:00,45.7,livré,13486.0,Douala,Yassa,epicerie,7,19,Wednesday,Wednesday,2022-08
107510,CUST17131,2023-12-31 08:14:00,49.5,livré,8221.0,Douala,Deido,inconnu,9,8,Sunday,Sunday,2023-12
107511,CUST10865,2024-07-18 10:14:00,39.2,livré,7910.0,Yaounde,Santa Barbara,inconnu,37,10,Thursday,Thursday,2024-07
107512,CUST11618,2024-05-07 22:53:00,45.7,en_cours,5975.0,Yaounde,Efoulan,epicerie,15,22,Friday,Tuesday,2024-05
107513,CUST11883,2022-07-19 00:00:00,29.0,livré,22909.0,Douala,Logbessou,inconnu,41,0,Tuesday,Tuesday,2022-07
107514,CUST11769,2022-11-21 00:00:00,238.4,en_retard,7526.0,Bafoussam,Kamkop,produit frais,34,0,Monday,Monday,2022-11
107515,CUST11983,2025-08-03 09:55:00,43.6,livre,31536.0,Bafoussam,Bamendzi,inconnu,47,9,Saturday,Sunday,2025-08
107516,CUST11784,2024-06-15 00:00:00,141.4,en_retard,50907.0,Yaounde,Bastos,pharmacie,21,0,Saturday,Saturday,2024-06
107517,CUST10762,2024-05-28 12:59:00,39.0,livré,4672.0,Yaounde,Biyem-Assi,boisson,18,12,Tuesday,Tuesday,2024-05
107518,CUST10297,2024-07-21 12:20:00,51.2,livré,1360.0,Yaounde,Nkol-Eton,produit frais,44,12,Sunday,Sunday,2024-07
107519,CUST10579,2023-10-18 00:00:00,41.2,livré,79844.0,Yaounde,Nkol-Eton,vetement,44,0,Wednesday,Wednesday,2023-10
107520,CUST10109,2024-03-29 18:34:00,40.6,livré,13165.0,Douala,Mboppi,restauration,37,18,Friday,Friday,2024-03
107521,CUST11595,2023-02-24 17:35:00,50.0,livré,8887.0,Douala,Village,restauration,38,17,Friday,Friday,2023-02
107522,CUST11524,2022-11-17 17:28:00,45.7,en_retard,75000.0,Yaounde,Messa,articles menagers,31,17,Thursday,Thursday,2022-11
107523,CUST11408,2022-12-12 12:14:00,40.3,livré,23219.0,Douala,Cité des Palmiers,cosmetique,27,12,Monday,Monday,2022-12
107524,CUST10240,2025-02-13 20:09:00,26.0,livré,6101.0,Douala,Bonamoussadi,restauration,18,20,Thursday,Thursday,2025-02
107525,CUST17155,2023-09-12 12:01:00,31.8,livré,25406.0,Douala,Kotto,inconnu,3,12,Saturday,Tuesday,2023-09
107526,CUST10829,2024-05-13 17:31:00,223.6,retard,3308.0,Douala,Logbessou,boisson,19,17,Monday,Monday,2024-05
107527,CUST10171,2024-10-03 00:00:00,45.7,livré,25781.0,Douala,Nyalla,pharmacie,5,0,Thursday,Thursday,2024-10
107528,CUST17137,2025-07-02 20:41:00,41.5,livré,14169.0,Douala,Bonabéri,boisson,43,20,Friday,Wednesday,2025-07
107529,CUST11145,2024-06-23 19:57:00,45.7,livré,15830.0,Bafoussam,Famla,cosmetique,20,19,Sunday,Sunday,2024-06
107530,CUST11504,2025-02-01 18:15:00,288.8,en_retard,5614.0,Yaounde,Nlongkak,boisson,18,18,Saturday,Saturday,2025-02
107531,CUST11691,2023-04-29 20:45:00,26.7,livré,3249.0,Bafoussam,Lekie,boisson,19,20,Saturday,Saturday,2023-04
107532,CUST10296,2023-11-24 00:00:00,84.5,livré,46866.0,Yaounde,Nkol-Eton,inconnu,45,0,Friday,Friday,2023-11
107533,CUST17368,2025-09-03 19:09:00,55.9,livré,6562.0,Douala,Ndogpassi,restauration,10,19,Sunday,Wednesday,2025-09
107534,CUST10998,2024-06-03 20:31:00,87.5,en_retard,14390.0,Douala,Cité des Palmiers,cosmetique,16,20,Wednesday,Monday,2024-06
107535,CUST10999,2025-02-12 10:35:00,52.6,livré,9598.0,Yaounde,Elig-Edzoa,boisson,3,10,Wednesday,Wednesday,2025-02
107536,CUST11718,2023-02-18 00:00:00,45.7,livré,34810.0,Douala,Bepanda,inconnu,6,0,Saturday,Saturday,2023-02
107537,CUST11793,2025-02-06 20:23:00,25.1,livré,31769.0,Bafoussam,Bamendzi,articles menagers,46,20,Thursday,Thursday,2025-02
107538,CUST11707,2023-10-23 20:32:00,47.8,livré,12000.0,Yaounde,Madagascar,produit frais,34,20,Monday,Monday,2023-10
107539,CUST11679,2024-05-23 00:00:00,98.2,en_retard,24538.0,Bafoussam,Kamkop,pharmacie,21,0,Thursday,Thursday,2024-05
107540,CUST17247,2024-02-12 10:56:00,35.7,livré,104083.0,Douala,Mboppi,electronique,41,10,Monday,Monday,2024-02
107541,CUST11578,2024-01-15 00:00:00,87.5,en_retard,36280.0,Bafoussam,Kamkop,articles menagers,32,0,Monday,Monday,2024-01
107542,CUST10579,2022-09-12 08:27:00,50.3,livré,,Yaounde,Santa Barbara,boisson,21,8,Monday,Monday,2022-09
107543,CUST12048,2025-06-02 17:50:00,205.2,en_retard,2777.0,Yaounde,Essos,boisson,8,17,Thursday,Monday,2025-06
107544,CUST11682,2022-09-26 00:00:00,29.1,livré,25000.0,Bafoussam,Pefura,epicerie,36,0,Monday,Monday,2022-09
107545,CUST11245,2022-03-07 00:00:00,100.1,en_retard,4611.0,Bafoussam,Ndiengdam,restauration,23,0,Monday,Monday,2022-03
107546,CUST10298,2022-05-29 06:29:00,123.3,en_retard,4496.0,Yaounde,Efoulan,restauration,22,6,Sunday,Sunday,2022-05
107547,CUST11257,2023-04-13 10:44:00,53.1,livre,15588.0,Yaounde,Essos,pharmacie,42,10,Thursday,Thursday,2023-04
107548,CUST10193,2024-11-27 12:44:00,20.2,livré,8684.0,Douala,Bali,boisson,41,12,Wednesday,Wednesday,2024-11
107549,CUST10482,2024-10-04 10:58:00,82.6,en_retard,49642.0,Douala,Ngodi-Bakoko,vetement,1,10,Friday,Friday,2024-10
107550,CUST11256,2025-02-14 18:42:00,21.8,annulé,18000.0,Douala,New-Bell,restauration,19,18,Friday,Friday,2025-02
107551,CUST11699,2023-04-10 13:00:00,38.5,livré,12000.0,Yaounde,Nkomo,produit frais,12,13,Monday,Monday,2023-04
107552,CUST12058,2024-05-31 20:51:00,31.9,livré,6307.0,Douala,Kotto,restauration,4,20,Friday,Friday,2024-05
107553,CUST11963,2025-03-14 10:38:00,32.2,livré,3328.0,Douala,Deido,hygiene,3,10,Friday,Friday,2025-03
107554,CUST10486,2022-06-17 00:00:00,45.7,en_cours,15000.0,Yaounde,Omnisport,boisson,31,0,Friday,Friday,2022-06
107555,CUST10176,2025-02-07 10:58:00,34.2,livré,30573.0,Douala,Yassa,articles menagers,3,10,Friday,Friday,2025-02
107556,CUST11751,2025-01-12 00:00:00,5.0,annulé,492350.0,Yaounde,Mvog-Mbi,electronique,24,0,Sunday,Sunday,2025-01
107557,CUST17126,2025-03-04 11:32:00,45.7,annulé,8090.0,Douala,Cité des Palmiers,cosmetique,16,11,Tuesday,Tuesday,2025-03
107558,CUST10550,2024-09-01 14:01:00,48.8,livré,21391.0,Yaounde,Tsinga,epicerie,25,14,Tuesday,Sunday,2024-09
107559,CUST11090,2022-01-25 17:56:00,92.5,livré,31288.0,Yaounde,Messa,inconnu,5,17,Tuesday,Tuesday,2022-01
107560,CUST11679,2023-01-08 12:32:00,23.7,livré,13771.0,Douala,Kotto,restauration,38,12,Tuesday,Sunday,2023-01
107561,CUST11322,2022-07-06 00:00:00,52.1,livré,13567.0,Douala,Bali,pharmacie,40,0,Wednesday,Wednesday,2022-07
107562,CUST10218,2024-02-14 20:30:00,45.7,en_retard,3669.0,Bafoussam,Famla,restauration,1,20,Wednesday,Wednesday,2024-02
107563,CUST17377,2024-06-03 13:50:00,47.8,livré,46774.0,Douala,Beedi,articles menagers,6,13,Wednesday,Monday,2024-06
107564,CUST11108,2024-01-06 16:24:00,63.3,livré,45128.0,Yaounde,Etoudi,inconnu,18,16,Saturday,Saturday,2024-01
107565,CUST17367,2023-05-10 11:09:00,45.7,en retard,75000.0,Yaounde,Ngoa-Ekele,articles menagers,32,11,Wednesday,Wednesday,2023-05
107566,CUST11098,2023-09-15 00:00:00,72.0,livré,38467.0,Douala,Bepanda,articles menagers,44,0,Friday,Friday,2023-09
107567,CUST10206,2024-09-16 12:43:00,29.8,livré,17292.0,Douala,New-Bell,pharmacie,24,12,Monday,Monday,2024-09
107568,CUST12043,2022-05-21 12:25:00,45.7,en_retard,261014.0,Yaounde,Biyem-Assi,electronique,7,12,Saturday,Saturday,2022-05
107569,CUST10272,2022-06-11 11:20:00,5.0,annulé,1000.0,Yaounde,Tsinga,produit frais,17,11,Saturday,Saturday,2022-06
107570,CUST11919,2024-01-11 13:07:00,40.9,livré,15000.0,Yaounde,Tsinga,boisson,3,13,Thursday,Thursday,2024-01
107571,CUST10339,2023-11-27 20:29:00,73.4,en_retard,38063.0,Douala,Nkolmesseng,articles menagers,11,20,Monday,Monday,2023-11
107572,CUST10104,2024-04-03 12:56:00,32.9,livré,59662.0,Bafoussam,Mossap,pharmacie,35,12,Wednesday,Wednesday,2024-04
107573,CUST11419,2025-02-15 09:37:00,45.7,annulé,39218.0,Yaounde,Madagascar,cosmetique,4,9,Saturday,Saturday,2025-02
107574,CUST17264,2024-03-17 21:09:00,31.7,livré,12877.0,Yaounde,Bastos,restauration,17,21,Sunday,Sunday,2024-03
107575,CUST11955,2023-04-29 00:00:00,45.7,livre,32529.0,Douala,Ndokotti,inconnu,13,0,Saturday,Saturday,2023-04
107576,CUST10420,2024-12-18 19:50:00,58.8,livré,8950.0,Bafoussam,Tougang,boisson,45,19,Wednesday,Wednesday,2024-12
107577,CUST10153,2025-02-20 05:55:00,50.3,livré,12622.0,Yaounde,Santa Barbara,inconnu,14,5,Thursday,Thursday,2025-02
107578,CUST10018,2025-03-03 01:49:00,62.4,en_retard,221110.0,Douala,Bali,electronique,20,1,Monday,Monday,2025-03
107579,CUST10949,2025-02-20 08:23:00,15.7,annulé,,Bafoussam,Fomekoua,electronique,13,8,Thursday,Thursday,2025-02
107580,CUST10099,2024-11-11 13:01:00,43.1,livré,9884.0,Yaounde,Jouvence,inconnu,12,13,Monday,Monday,2024-11
107581,CUST17333,2024-04-15 00:00:00,32.3,livré,50000.0,Bafoussam,Tamdja,inconnu,44,0,Monday,Monday,2024-04
107582,CUST11109,2023-07-19 12:48:00,35.3,livré,9770.0,Bafoussam,Bamendzi,restauration,29,12,Wednesday,Wednesday,2023-07
107583,CUST10530,2025-03-03 00:00:00,41.4,livré,4531.0,Douala,Yassa,boisson,9,0,Monday,Monday,2025-03
107584,CUST10122,2023-03-09 00:00:00,45.7,en cours,15054.0,Yaounde,Madagascar,articles menagers,46,0,Thursday,Thursday,2023-03
107585,CUST11229,2024-12-30 00:00:00,64.6,en_retard,17126.0,Bafoussam,Centre Ville,restauration,42,0,Monday,Monday,2024-12
107586,CUST12081,2024-02-17 00:00:00,31.5,livré,28691.0,Douala,New-Bell,articles menagers,19,0,Saturday,Saturday,2024-02
107587,CUST12083,2024-09-23 07:17:00,45.7,livré,25000.0,Yaounde,Nkomo,epicerie,12,7,Monday,Monday,2024-09
107588,CUST11817,2024-01-20 18:06:00,59.9,livré,3310.0,Douala,PK12,restauration,38,18,Saturday,Saturday,2024-01
107589,CUST10899,2022-11-29 00:00:00,46.7,livré,13808.0,Bafoussam,Mossap,epicerie,25,0,Tuesday,Tuesday,2022-11
107590,CUST10783,2025-03-13 11:54:00,32.8,livré,6162.0,Douala,Nyalla,produit frais,9,11,Thursday,Thursday,2025-03
107591,CUST10068,2024-03-11 09:59:00,50.1,livré,5930.0,Yaounde,Biyem-Assi,epicerie,34,9,Monday,Monday,2024-03
107592,CUST11182,2023-01-04 18:07:00,161.6,en_retard,6955.0,Douala,Bonamoussadi,produit frais,34,18,Saturday,Wednesday,2023-01
107593,CUST10295,2024-12-08 13:24:00,45.4,livré,3754.0,Yaounde,Madagascar,restauration,32,13,Sunday,Sunday,2024-12
107594,CUST10798,2023-05-13 16:56:00,37.8,livré,12843.0,Yaounde,Ngoa-Ekele,restauration,15,16,Saturday,Saturday,2023-05
107595,CUST17179,2024-12-06 16:46:00,45.7,en_cours,41329.0,Yaounde,Madagascar,pharmacie,21,16,Friday,Friday,2024-12
107596,CUST10529,2022-10-23 00:00:00,50.3,livré,14642.0,Yaounde,Jouvence,epicerie,27,0,Sunday,Sunday,2022-10
107597,CUST10579,2023-04-20 11:45:00,32.6,livré,5727.0,Yaounde,Ngoa-Ekele,produit frais,13,11,Thursday,Thursday,2023-04
107598,CUST11798,2022-05-15 17:18:00,180.6,en_retard,95624.0,Douala,Ndokotti,vetement,24,17,Sunday,Sunday,2022-05
107599,CUST10179,2023-07-22 12:55:00,49.3,livré,51929.0,Yaounde,Mvog-Mbi,pharmacie,11,12,Saturday,Saturday,2023-07
107600,CUST10535,2024-03-19 13:38:00,13.9,annulé,,Bafoussam,Ngouache,produit frais,30,13,Tuesday,Tuesday,2024-03
107601,CUST12016,2022-11-11 17:59:00,187.3,en_retard,244735.0,Yaounde,Mvog-Mbi,electronique,5,17,Friday,Friday,2022-11
107602,CUST11343,2024-09-27 08:19:00,72.3,livré,9154.0,Douala,Village,produit frais,38,8,Friday,Friday,2024-09
107603,CUST11120,2022-07-29 14:31:00,52.7,livré,11123.0,Yaounde,Mimboman,restauration,20,14,Friday,Friday,2022-07
107604,CUST11777,2024-10-28 00:00:00,261.9,en_retard,35250.0,Douala,Ngodi-Bakoko,inconnu,42,0,Monday,Monday,2024-10
107605,CUST17103,2024-01-09 13:48:00,36.7,livré,21740.0,Douala,Logbessou,epicerie,13,13,Tuesday,Tuesday,2024-01
107606,CUST11532,2024-03-02 20:46:00,151.2,en_retard,15058.0,Douala,Bonabéri,restauration,6,20,Saturday,Saturday,2024-03
107607,CUST10317,2022-09-17 07:55:00,40.1,livré,7217.0,Bafoussam,Bamougoum,epicerie,4,7,Saturday,Saturday,2022-09
107608,CUST10470,2023-05-13 00:00:00,38.6,livré,50000.0,Douala,Bonapriso,inconnu,17,0,Saturday,Saturday,2023-05
107609,CUST10930,2023-05-28 00:00:00,48.4,livré,4140.0,Yaounde,Biyem-Assi,papeterie,22,0,Sunday,Sunday,2023-05
107610,CUST11528,2023-07-20 00:00:00,45.7,en_cours,41953.0,Douala,Nkolmesseng,cosmetique,3,0,Thursday,Thursday,2023-07
107611,CUST11653,2024-06-07 00:00:00,29.1,livré,3339.0,Yaounde,Ngoa-Ekele,boisson,19,0,Friday,Friday,2024-06
107612,CUST11007,2023-02-20 00:00:00,45.7,livré,,Douala,Village,inconnu,2,0,Monday,Monday,2023-02
107613,CUST10460,2025-03-13 21:04:00,39.2,livré,21414.0,Yaounde,Etoudi,inconnu,38,21,Thursday,Thursday,2025-03
107614,CUST17339,2024-12-08 12:55:00,44.8,livré,23178.0,Douala,Makepe,inconnu,18,12,Sunday,Sunday,2024-12
107615,CUST10170,2023-04-08 03:49:00,11.8,annulé,3600.0,Douala,Akwa,produit frais,25,3,Friday,Saturday,2023-04
107616,CUST11800,2024-03-21 19:24:00,248.6,en_retard,5418.0,Douala,Bonabéri,produit frais,30,19,Thursday,Thursday,2024-03
107617,CUST10394,2023-10-25 15:20:00,47.4,livré,5896.0,Douala,Beedi,boisson,2,15,Wednesday,Wednesday,2023-10
107618,CUST10216,2024-10-30 00:00:00,59.5,livré,500000.0,Douala,PK12,electronique,43,0,Wednesday,Wednesday,2024-10
107619,CUST90166,2023-07-05 08:24:00,64.0,livré,120000.0,Yaounde,Nkomo,vetement,37,8,Wednesday,Wednesday,2023-07
107620,CUST11638,2023-05-27 00:16:00,5.0,annulé,80000.0,Douala,Bonamoussadi,pharmacie,21,0,Saturday,Saturday,2023-05
107621,CUST11422,2025-01-18 14:54:00,32.1,livré,13753.0,Yaounde,Nkomo,epicerie,39,14,Saturday,Saturday,2025-01
107622,CUST10154,2023-06-12 13:23:00,148.9,en_retard,7005.0,Douala,Bepanda,restauration,19,13,Wednesday,Monday,2023-06
107623,CUST10640,2024-01-26 00:00:00,45.5,livré,7966.0,Yaounde,Santa Barbara,epicerie,44,0,Friday,Friday,2024-01
107624,CUST11179,2022-12-05 14:12:00,33.9,livré,27678.0,Douala,PK8,cosmetique,7,14,Thursday,Monday,2022-12
107625,CUST90231,2025-03-03 12:17:00,31.9,livré,16483.0,Douala,Ndogpassi,articles menagers,41,12,Monday,Monday,2025-03
107626,CUST10619,2023-11-28 18:08:00,168.3,en_retard,50000.0,Douala,Kotto,inconnu,29,18,Tuesday,Tuesday,2023-11
